epoch,train_loss,train_macro_f1,train_accuracy,val_loss,val_macro_f1,val_accuracy
1,0.5357696019006642,0.7898588574246335,0.8018946645069455,0.28874170282257183,0.8829307593175166,0.8927729772191674
2,0.36075073705608274,0.8540111518415501,0.8593726991606538,0.2688796526232247,0.8920206749142497,0.899057344854674
3,0.323975024607819,0.8721868817465547,0.8749325087125116,0.2806103669270838,0.8935011140374207,0.8978790259230165
